Location,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        France,8.624176554,8.742801176,8.861616357,9.028948279,9.227019531,9.839284713,9.93198026,9.872204709,9.868372086,10.14786779,10.49205997,10.42648378,10.6660946,10.80056135,10.92137768,11.18003845,11.06247,11.14328455,11.32914118,11.44311222,11.46662471,11.26359351,11.34347405,10.73470904,10.99945702,10.82542769,10.73270348,10.83560164,10.39337871,10.43926541,10.31233947
        French Guiana,0.005315742,0.006071562,0.006976814,0.008023492,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013308001,0.013501388,0.013501388,0.01350139,0.007679289,0.014070062,0.013081182,0.015244463,0.015227787,0.015242714,0.014290724,0.015537899,0.015850601,0.018588641,0.017767322,0.018252882,0.015238064,0.015496136,0.016271416,0.016151353,0.016746093
        French Polynesia,0.014018827,0.014164351,0.014209844,0.014395489,0.013626263,0.013742693,0.013058337,0.013063695,0.010553823,0.011251176,0.011172326,0.011320505,0.011501923,0.010851855,0.012161187,0.013344032,0.014179746,0.015342555,0.015250945,0.015883494,0.015708859,0.016646376,0.016944879,0.01684331,0.017509784,0.01647322,0.01592774,0.016020411,0.015611541,0.016247554,0.01616447
        Gabon,0.028775303,0.033296658,0.035142922,0.04381299,0.043142131,0.044354652,0.045570183,0.043159663,0.044303122,0.041509044,0.043277892,0.045420523,0.044357348,0.051223672,0.03916256,0.042259397,0.042270082,0.041117274,0.04190123,0.044860575,0.04601228,0.045724348,0.046665957,0.046166591,0.05380041,0.055060853,0.068995523,0.069711614,0.072786187,0.069967063,0.069324971
"        Gambia, The",0.002197047,0.002674893,0.002682107,0.002674893,0.002687595,0.002674893,0.002682107,0.002887506,0.003328075,0.00307924,0.003087562,0.00307924,0.003286195,0.00328621,0.004318428,0.004704081,0.004684185,0.004684185,0.004943141,0.004995011,0.005427631,0.005630094,0.00584866,0.006283723,0.00685393,0.007205062,0.007024029,0.006990757,0.007728763,0.007909889,0.007973619
        Georgia,--,--,--,--,--,--,0.323522455,0.197684948,0.152947071,0.150842969,0.15876913,0.163565304,0.165571899,0.160586535,0.137121087,0.126668426,0.149248363,0.13274631,0.13725168,0.156140292,0.141116174,0.176576502,0.176860583,0.179631402,0.192763319,0.180305387,0.186458411,0.211723224,0.219495598,0.232836367,0.245936172
        Germany,--,--,--,--,--,13.88309237,13.66585763,13.57080002,13.48478056,13.7783288,13.95571796,13.81279893,13.82821581,13.69985395,13.81815716,14.27914941,14.02708711,14.02429931,14.17572989,14.00783035,14.36111593,13.75900355,14.13288386,13.2794752,14.04010246,13.52587495,13.6093045,13.99022752,13.56144474,13.71572542,13.8378998
"        Germany, East",6.505424554,6.458365377,6.395085506,6.215205302,5.355718304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",11.73826201,11.76166784,11.79885619,11.53518707,11.71216335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Ghana,0.077535048,0.085044085,0.093189122,0.102823081,0.100163477,0.104060881,0.113182399,0.111390223,0.114712127,0.116640574,0.12325005,0.121328635,0.094913733,0.115323342,0.142038426,0.142858939,0.130766144,0.119742464,0.141450622,0.145367013,0.141417164,0.133459808,0.157693447,0.181376903,0.186906468,0.234972112,0.241124201,0.253305989,0.257153215,0.263945011,0.258131527
        Gibraltar,0.018503169,0.018940033,0.024845654,0.021119613,0.022020652,0.022497378,0.040192744,0.042364522,0.042594194,0.042594194,0.042710393,0.042594194,0.048913942,0.042805903,0.119759543,0.131712236,0.145462765,0.167166505,0.159577517,0.178630768,0.17451764,0.188691569,0.183519221,0.194336542,0.187859922,0.186975954,0.188620106,0.173709309,0.164229861,0.169010241,0.171555
        Greece,0.778901663,0.834962418,0.884874751,0.924209131,0.961285862,0.976993313,1.011949744,1.017967734,1.049428161,1.084402067,1.131079078,1.139712841,1.209283619,1.215953307,1.285129317,1.306477204,1.322686307,1.397228667,1.396282567,1.404665617,1.44954542,1.468406521,1.445798306,1.375003963,1.319573458,1.282806838,1.185018735,1.131389246,1.124352946,1.134079177,1.118270356
        Greenland,0.004761882,0.003294473,0.007708899,0.006796787,0.007763698,0.007668115,0.006815285,0.006968799,0.007009276,0.007009276,0.007428261,0.007620578,0.007620684,0.009369347,0.01015521,0.009478545,0.009175963,0.010058467,0.009699473,0.011680869,0.010716765,0.012106549,0.010762527,0.011789361,0.014895085,0.014725007,0.012284468,0.012358677,0.011550802,0.01230661,0.012147638
        Grenada,0.000945975,0.001164638,0.001209296,0.001206494,0.001793621,0.001793621,0.001849169,0.002125772,0.002437925,0.002220373,0.002377653,0.003146462,0.002728506,0.002728532,0.002944203,0.003064312,0.003148728,0.003330809,0.003234494,0.0034012,0.003519108,0.003735968,0.003972544,0.003857047,0.004011588,0.004012223,0.004078348,0.004601077,0.0040037,0.004047853,0.004169801
        Guadeloupe,0.013607138,0.015729446,0.017315845,0.019080567,0.020620149,0.021433805,0.020322591,0.023152957,0.023935187,0.024578448,0.024438256,0.025020578,0.025071003,0.025072163,0.029761634,0.031041587,0.031920895,0.03313434,0.03254362,0.03217959,0.033250225,0.034576793,0.032225677,0.031908631,0.033932731,0.037096219,0.028123995,0.027891998,0.027329335,0.030813745,0.028848928
        Guam,0.015361578,0.010810866,0.011186488,0.01039093,0.026087034,0.02926132,0.035182807,0.046666103,0.067949264,0.050469536,0.044742625,0.050969696,0.042131731,0.04683399,0.047709922,0.066056882,0.045915398,0.038872407,0.0451893,0.052916668,0.055806638,0.040314751,0.025385925,0.040329326,0.035949618,0.031766793,0.034016319,0.028683815,0.027763931,0.0294967,0.027787172
        Guatemala,0.064941609,0.065360302,0.071664257,0.07494901,0.079988399,0.07776592,0.085606986,0.09146515,0.102122013,0.109266293,0.112993292,0.12205183,0.141762993,0.15124405,0.162431569,0.167707425,0.171233984,0.18798742,0.177470365,0.183195875,0.194175812,0.208155874,0.193322911,0.20279063,0.205081348,0.208962899,0.21476156,0.223102396,0.236985521,0.271930754,0.292294423
        Guinea,0.01580477,0.016859612,0.017086705,0.016534598,0.021813664,0.017215805,0.017743503,0.018555575,0.018769201,0.018669547,0.018762008,0.019802394,0.020233868,0.021101755,0.026547343,0.029086278,0.030303925,0.029442594,0.031838151,0.03217726,0.032719044,0.034734555,0.035073652,0.036816948,0.042137568,0.042923761,0.041640742,0.037046214,0.038287861,0.046378407,0.052243097
        Guinea-Bissau,0.001572776,0.00271431,0.00312104,0.003156833,0.00386004,0.00386004,0.004100583,0.00449295,0.00449295,0.00449295,0.004312863,0.00449295,0.00449295,0.004492951,0.00340127,0.003463795,0.003538605,0.004113992,0.004256625,0.004311454,0.004409737,0.004685315,0.004563103,0.004727617,0.004851532,0.004922659,0.005019561,0.005138224,0.005398677,0.005584487,0.005814035
        Guyana,0.019126839,0.014537623,0.014368845,0.009666579,0.009303072,0.010964963,0.012177052,0.015535394,0.015528802,0.013185121,0.014367913,0.015287459,0.019766902,0.023729014,0.023649904,0.023114936,0.023381139,0.024089772,0.023518999,0.021228349,0.018997954,0.023507376,0.022349861,0.023016809,0.024792246,0.025778741,0.029002522,0.028219304,0.028338069,0.028907635,0.032399154
        Haiti,0.015242931,0.022176589,0.023465156,0.021832332,0.014021932,0.014188549,0.015338389,0.011608088,0.009931342,0.015550575,0.018067889,0.021877835,0.021496167,0.023272275,0.023850251,0.02594695,0.028420242,0.026293406,0.030278881,0.031582947,0.032328976,0.034866697,0.035128195,0.033394194,0.030979543,0.032568058,0.035807396,0.037676343,0.040601258,0.046376876,0.04823388
        Hawaiian Trade Zone,0.064647121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Honduras,0.03755893,0.036218426,0.045539686,0.052615058,0.058980793,0.05890459,0.060788277,0.060622921,0.060584343,0.06549889,0.073273674,0.075239713,0.08073571,0.086505713,0.083188741,0.090688579,0.091548059,0.100443367,0.106889141,0.109540019,0.105385042,0.130542064,0.129314356,0.122552589,0.129704055,0.12990575,0.139783557,0.139998145,0.148856639,0.165544138,0.160275806
        Hong Kong,0.399205015,0.443961053,0.479443092,0.49311754,0.531226831,0.55730465,0.613494274,0.65719208,0.65437337,0.678566575,0.687169709,0.680761857,0.715727911,0.908707821,0.859637058,0.870095379,0.903680832,0.93651525,1.043446811,1.02521666,1.083514985,1.15588643,1.086366588,1.254672741,1.340309636,1.259631136,1.188209748,1.209486997,1.170288778,1.275953699,1.305379637
        Hungary,1.178655377,1.202612774,1.182309275,1.186762646,1.12381026,1.09122222,0.996853919,1.019897217,1.015071863,1.024176135,1.055423364,1.029144076,1.028077811,1.023581347,0.995088534,1.031115469,1.028927464,1.052483528,1.062189037,1.140225776,1.124907235,1.093573447,1.087466013,1.011313677,1.03179562,1.002109817,0.939457138,0.911559524,0.937532987,0.982909932,1.002685042
        Iceland,0.06830182,0.070452834,0.074547718,0.077045764,0.077166452,0.075485149,0.076786023,0.07951219,0.084802698,0.083423261,0.0886788,0.091876621,0.099936785,0.109043989,0.116219828,0.118956694,0.122460442,0.12272648,0.125097247,0.125878274,0.13889705,0.159162436,0.199082955,0.198100752,0.197455891,0.1972074,0.198361797,0.206843673,0.205460897,0.212841541,0.211695144
        India,5.657328549,5.964408477,6.600253648,6.960810397,7.460755176,7.857381735,8.278263008,8.62637611,9.26800549,9.876121666,10.32691469,10.8456512,11.00625267,11.73475996,12.56505519,12.79674127,13.39337945,13.88789515,15.09675772,15.93693808,17.2070854,18.63329334,19.13197983,20.22608682,21.69790702,22.81170341,25.10523359,25.70778491,27.3079453,28.37694192,29.47808804
        Indonesia,1.653456489,1.733195003,1.873418791,2.096781558,2.309260842,2.574535812,2.659820373,2.822031559,2.989685408,3.158868606,3.419722195,3.607847912,3.458089166,3.840075978,4.184356737,4.039276815,4.142737093,4.267562184,4.455121702,4.659610978,4.819220075,5.164774468,5.464010097,5.718329965,6.237653234,6.115062463,6.330711581,6.494325886,6.622229329,7.006718964,7.07667145
        Iran,2.422957947,2.531710869,2.702340601,2.96702565,3.011764265,3.222688667,3.353643128,3.473933644,3.670933694,3.815485814,3.912228692,4.424980401,4.585359441,4.60862217,5.144679721,5.575432445,5.913827201,6.151655707,6.420588307,7.344160991,7.782762386,8.054644832,8.327426159,9.296429055,9.216005001,9.350124304,9.778864403,10.01580615,10.64118699,10.77808757,11.1657442
        Iraq,0.620907014,0.637388756,0.767128198,0.824758528,0.91507167,0.599155862,0.837043908,0.962282442,1.100528594,1.127030198,1.123424818,1.038290505,1.052125814,1.070766009,1.008735261,1.022671069,1.040776122,0.818537042,1.013195059,1.098685875,1.077500447,0.985455054,1.097386729,1.314245487,1.358578631,1.401409066,1.626546332,1.728490974,1.663506701,1.434806985,1.768347218
        Ireland,0.331368036,0.328446698,0.321250862,0.338643786,0.359921532,0.374525722,0.374374745,0.391099759,0.40923933,0.419133018,0.449294726,0.47609199,0.515380599,0.556047951,0.59338733,0.616994725,0.614190299,0.608842714,0.635026066,0.660988805,0.690413221,0.680653962,0.683864645,0.617665029,0.632248056,0.581080312,0.569792188,0.569910023,0.572619724,0.600691868,0.631577569
        Israel,0.384949983,0.42284982,0.44498053,0.459347427,0.473459308,0.48357317,0.507312688,0.563820474,0.59968216,0.643843918,0.659895577,0.694550755,0.704244165,0.714922364,0.779091532,0.771464288,0.817745863,0.842144208,0.852392293,0.817705334,0.84561883,0.881773755,0.861961757,0.873369906,0.93932832,0.928413115,1.000746183,0.954144509,0.996373384,1.041778103,1.063460184
        Italy,6.118595254,6.334642873,6.497867888,6.682138296,6.731485289,6.885300251,6.885650117,6.827297729,6.767750928,7.075316083,7.109649745,7.186291713,7.397771742,7.517550105,7.58372763,7.643417855,7.668631326,7.921803321,8.10855074,8.150024005,8.099951688,7.987510347,7.932118402,7.383863249,7.680711338,7.51846811,7.239760921,6.924372394,6.703538709,6.768595461,6.721844893
        Jamaica,0.067493985,0.074179574,0.084000778,0.097437862,0.101973299,0.106438253,0.115130246,0.116868003,0.120509874,0.134344358,0.138457079,0.144589861,0.147842998,0.151401121,0.147443479,0.149601163,0.148935959,0.155216644,0.151844202,0.156572097,0.178862883,0.182176354,0.154929344,0.122782912,0.112949297,0.119625315,0.111785379,0.12198553,0.12008687,0.124022397,0.128749386
        Japan,16.03771989,16.45508401,17.46115054,18.00649075,18.95906691,19.38243939,19.5067861,19.77500244,20.46610041,21.12385508,21.53111543,21.9025807,21.48369606,21.92754257,22.20953665,22.04019063,21.89771208,22.06261782,22.34404647,22.48156999,22.66953011,22.55838296,21.48317287,20.51144828,21.50711636,20.82695324,20.33752316,20.506633,20.10347447,19.69084493,19.64886952
        Jordan,0.129563319,0.139507294,0.130905136,0.134831349,0.143842141,0.136369398,0.160723618,0.158998376,0.18271955,0.191529367,0.205840288,0.198937907,0.212762254,0.214958729,0.226361007,0.217415502,0.228016996,0.248989687,0.270503556,0.29368761,0.303659698,0.292034193,0.281328274,0.292569132,0.304518974,0.318877469,0.338368099,0.335761252,0.348014142,0.373266845,0.39894029
        Kazakhstan,--,--,--,--,--,--,4.064744653,3.541705317,3.365016629,2.774790364,2.663326102,2.322241494,2.258735761,2.084911257,2.163205208,2.178002859,2.312596386,2.261758084,2.600981125,2.584823038,2.710106643,3.21122406,3.656102761,2.972590276,3.184009723,3.481876099,3.435240214,3.458657576,3.287529936,3.313168111,3.50160722
        Kenya,0.107797139,0.09900912,0.112486426,0.121364047,0.122596066,0.114089495,0.123127192,0.127016995,0.129787771,0.137913557,0.144298165,0.134143677,0.147794084,0.140268644,0.155734185,0.158557123,0.159978236,0.152195208,0.163624093,0.177847338,0.1951006,0.196528658,0.193984969,0.211891294,0.229938156,0.237242606,0.233678981,0.245904188,0.255248609,0.30518448,0.319110346
        Kiribati,0.000218761,0.000257563,0.000258144,0.000257563,0.000257563,0.000260355,0.000258144,0.000257563,0.000257563,0.000257563,0.000258144,0.000257563,0.000257563,0.000257576,0.000496226,0.000423423,0.000620575,0.000645183,0.000691051,0.000905516,0.00100727,0.000919604,0.001030035,0.0008992,0.000895534,0.000827002,0.000816938,0.000826332,0.000829423,0.000898398,0.000964528
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.083732317,0.094086423,0.096773591,0.097840472,0.09007992,0.090570747,0.08361511,0.095782254,0.100049372
        Kuwait,0.451960955,0.53670113,0.620685918,0.69416819,0.407142367,0.2152817,0.350261331,0.475209439,0.570969285,0.589526615,0.62554071,0.798668087,0.84551028,0.917957195,0.824513472,0.841957355,0.889217491,0.96399641,1.002994411,1.170891881,1.162563012,1.235693427,1.326194461,1.421985627,1.401359936,1.467894368,1.507370775,1.545297722,1.496965553,1.653163379,1.669469364
        Kyrgyzstan,--,--,--,--,--,--,0.285104547,0.248716276,0.231611755,0.181374972,0.232253441,0.219053616,0.219578516,0.23623962,0.238814594,0.226613623,0.193577543,0.20448794,0.208783539,0.196479198,0.200194329,0.219810101,0.209374749,0.21188947,0.202770957,0.230766236,0.26076731,0.246039588,0.250013411,0.224387424,0.228700795
        Laos,0.009554942,0.007548933,0.007103451,0.009018586,0.010168812,0.011062913,0.011021811,0.011322919,0.011245085,0.013310404,0.015673285,0.016141219,0.020633785,0.023143862,0.03862055,0.041027725,0.040765643,0.039722281,0.041181971,0.047628911,0.054601352,0.052921913,0.060155778,0.063147637,0.099792464,0.131108137,0.136547113,0.16127806,0.163862368,0.240404144,0.417183736
        Latvia,--,--,--,--,--,--,0.227582319,0.191597364,0.18259289,0.166936043,0.159459852,0.163857314,0.159461097,0.152448176,0.152601263,0.16452677,0.162014771,0.16691433,0.17957607,0.18706879,0.183342468,0.182169771,0.168234912,0.173991639,0.184431717,0.165592477,0.172146991,0.16477678,0.155948337,0.157795756,0.165025718
        Lebanon,0.10207729,0.107164315,0.096730798,0.076981758,0.0712488,0.11732439,0.120056578,0.150622806,0.169612456,0.18212134,0.193141224,0.221148768,0.223156294,0.228749098,0.206796448,0.22006051,0.221792296,0.224403335,0.223327739,0.21351574,0.197932913,0.175191234,0.226180334,0.279699119,0.270206373,0.272889047,0.305422595,0.304489446,0.313752296,0.346141576,0.354305902
        Lesotho,0.002347506,0.002347506,0.001579797,0.002347506,0.00300261,0.003050378,0.003176001,0.003281705,0.003648162,0.00369593,0.003740559,0.003675458,0.0031977,0.004666322,0.008468739,0.008615121,0.008894866,0.009063094,0.008979009,0.010629864,0.011253354,0.014671206,0.012302559,0.014051589,0.015030858,0.013571111,0.014241142,0.014465902,0.01482854,0.01469121,0.015390635
        Liberia,0.020899167,0.016376608,0.020383805,0.017034545,0.008196495,0.004616982,0.004841422,0.005342852,0.005342852,0.005342852,0.005549614,0.005534587,0.005726321,0.005726323,0.006452131,0.006881554,0.006788357,0.007434339,0.008064537,0.009439875,0.009669227,0.00902487,0.007995725,0.00729852,0.011491141,0.01279475,0.014190969,0.012552892,0.016530062,0.016590672,0.019074297
        Libya,0.441353565,0.45382107,0.464662602,0.480776675,0.508035049,0.53037076,0.494933784,0.512736662,0.53010922,0.55351648,0.584996678,0.616013987,0.592830282,0.535166118,0.726602839,0.732451876,0.755049483,0.743902466,0.762092688,0.788140673,0.722682691,0.717909231,0.745320084,0.852991086,0.899516409,0.590368921,0.735600889,0.7911765,0.772690163,0.615207506,0.601865306
        Lithuania,--,--,--,--,--,--,0.479512157,0.388468483,0.333156128,0.356479059,0.367974483,0.360478417,0.401221265,0.303452019,0.281114126,0.315488001,0.340817826,0.350563043,0.353805658,0.330842973,0.319973986,0.352866761,0.36609251,0.321164669,0.265250557,0.277242024,0.276541981,0.275430431,0.257711328,0.256484831,0.263322767
        Luxembourg,0.128193984,0.127019051,0.132213856,0.14190052,0.147569081,0.158274189,0.157865436,0.160098273,0.156527745,0.14023092,0.143345137,0.141809924,0.138799725,0.14604326,0.155596141,0.162395005,0.17122564,0.17915314,0.201113579,0.203728328,0.201101359,0.19760466,0.196707954,0.185788457,0.197447242,0.19437834,0.189893757,0.184314938,0.179033007,0.177045895,0.177202143
